"","head [cm]","age [years]"
"6502",58.7,17.37
"6503",55.5,17.37
"6504",56,17.38
"6505",54.4,17.38
"6506",53.3,17.38
"6507",57.1,17.38
"6508",56.7,17.39
"6509",61,17.4
"6510",56.9,17.4
"6511",57.2,17.4
"6512",57.4,17.4
"6513",57,17.41
"6514",56,17.41
"6515",56.3,17.41
"6516",59.1,17.41
"6518",55.9,17.42
"6519",57.7,17.42
"6520",58.1,17.42
"6521",57.3,17.42
"6523",58,17.43
"6524",58.2,17.43
"6525",56.5,17.43
"6526",58,17.43
"6528",58.7,17.44
"6529",57.7,17.44
"6530",55.8,17.45
"6531",56.3,17.45
"6532",58.1,17.46
"6533",55,17.46
"6534",59.5,17.46
"6535",55,17.46
"6536",60.3,17.47
"6537",55,17.47
"6538",56.7,17.47
"6539",55.7,17.47
"6540",55.1,17.47
"6541",54.5,17.47
"6542",57.5,17.47
"6543",60,17.47
"6544",56.5,17.47
"6545",52.7,17.48
"6546",54.3,17.48
"6548",56.2,17.48
"6549",56.2,17.49
"6550",57.8,17.49
"6551",57.2,17.5
"6552",55,17.51
"6553",58.4,17.52
"6554",57.4,17.52
"6555",60.7,17.52
"6556",60,17.52
"6557",57,17.52
"6558",56.5,17.53
"6559",59,17.54
"6560",58.2,17.54
"6561",57.3,17.54
"6562",56.5,17.54
"6563",58.7,17.55
"6564",60.4,17.55
"6565",56.7,17.55
"6566",59,17.56
"6567",57.3,17.56
"6568",57,17.56
"6570",57.9,17.57
"6571",58.3,17.57
"6572",55,17.58
"6573",55.5,17.58
"6574",56.6,17.59
"6575",58.7,17.59
"6576",56.5,17.59
"6577",57.4,17.6
"6578",57.5,17.6
"6579",57.5,17.6
"6580",58.9,17.6
"6581",58.3,17.6
"6582",57.3,17.6
"6583",57.7,17.6
"6584",56.4,17.61
"6585",60.2,17.61
"6586",57,17.62
"6587",57,17.62
"6588",59.6,17.63
"6589",56.4,17.63
"6592",59.2,17.64
"6593",57,17.64
"6594",56,17.65
"6595",53.7,17.65
"6596",59.1,17.65
"6597",56,17.66
"6598",55.4,17.66
"6599",58.1,17.66
"6600",56.6,17.66
"6601",57.8,17.66
"6603",56.6,17.66
"6604",57,17.66
"6605",58,17.66
"6606",57,17.67
"6607",56.8,17.67
"6608",53.6,17.67
"6609",57.3,17.67
"6610",58.9,17.67
"6611",56.6,17.68
"6612",59,17.68
"6613",57.1,17.68
"6614",60.2,17.68
"6615",56.5,17.68
"6616",57,17.69
"6617",59.4,17.69
"6618",59.5,17.7
"6619",57.3,17.7
"6620",58.5,17.7
"6621",58.8,17.71
"6622",53.5,17.71
"6623",58,17.71
"6624",57.7,17.71
"6625",56,17.71
"6626",54.7,17.72
"6627",58.5,17.72
"6628",56,17.72
"6629",59.5,17.72
"6630",58,17.72
"6632",58.5,17.73
"6633",57.5,17.73
"6635",59.1,17.73
"6636",56,17.73
"6637",58,17.73
"6638",58,17.74
"6639",58.8,17.74
"6640",54.7,17.75
"6641",56.3,17.75
"6642",54.6,17.75
"6643",56.4,17.75
"6644",56.3,17.75
"6645",54,17.75
"6646",56.3,17.75
"6647",59.7,17.76
"6648",58,17.77
"6649",58.1,17.77
"6650",55.4,17.77
"6651",56.3,17.79
"6652",56.5,17.8
"6653",55.3,17.8
"6654",56.1,17.8
"6655",56.7,17.81
"6656",56.5,17.81
"6657",59.1,17.81
"6659",57.9,17.82
"6660",54.4,17.82
"6661",58.2,17.82
"6662",57.2,17.83
"6663",54.7,17.83
"6664",56,17.83
"6665",55.5,17.83
"6666",57.5,17.83
"6667",54.9,17.84
"6668",53.8,17.84
"6669",58.5,17.84
"6670",57.5,17.85
"6671",55.8,17.86
"6672",54.6,17.86
"6673",59.5,17.86
"6674",57.2,17.87
"6675",58,17.87
"6676",56.9,17.87
"6677",57.8,17.87
"6678",55.5,17.88
"6679",60.5,17.88
"6680",57.2,17.88
"6681",60,17.89
"6682",53.6,17.89
"6683",56.6,17.91
"6684",56.6,17.91
"6685",56.8,17.91
"6686",58.3,17.91
"6687",56.5,17.92
"6688",55.1,17.92
"6689",56,17.92
"6690",60.5,17.92
"6691",56.9,17.93
"6692",60,17.94
"6693",55.4,17.94
"6694",54.8,17.94
"6695",58.2,17.95
"6696",57.8,17.95
"6697",57.4,17.95
"6698",53.5,17.95
"6699",57.3,17.95
"6700",56.3,17.96
"6701",56.7,17.96
"6702",57.4,17.96
"6703",55.9,17.97
"6704",54.5,17.97
"6705",55.5,17.97
"6706",56.5,17.97
"6707",59.7,17.97
"6708",55,17.98
"6709",55,17.98
"6710",55.4,17.99
"6711",56.9,17.99
"6712",56.5,18
"6714",56.4,18.01
"6715",54.8,18.01
"6716",57.7,18.02
"6717",56.5,18.03
"6718",56,18.03
"6719",55.7,18.03
"6720",59,18.04
"6721",55.7,18.04
"6722",62,18.04
"6723",57.7,18.04
"6724",58.8,18.04
"6726",56.2,18.05
"6727",56,18.05
"6728",58,18.05
"6729",56,18.06
"6730",56,18.06
"6731",56.4,18.06
"6732",54.6,18.06
"6733",56,18.07
"6734",56,18.07
"6735",57.5,18.07
"6736",58.7,18.07
"6738",55.2,18.08
"6739",58.7,18.08
"6740",57.3,18.08
"6741",55.6,18.08
"6742",56,18.09
"6743",56.3,18.09
"6744",57,18.09
"6745",59.5,18.09
"6746",58,18.1
"6747",56,18.1
"6748",59.6,18.1
"6749",57.5,18.1
"6750",55,18.11
"6751",56.2,18.11
"6752",58.5,18.11
"6753",56.8,18.11
"6754",58.3,18.12
"6755",62,18.12
"6756",57.1,18.12
"6757",57.5,18.13
"6758",57,18.13
"6759",56.7,18.13
"6760",59.2,18.14
"6762",58,18.14
"6763",57,18.15
"6764",58,18.15
"6765",57.1,18.15
"6766",61,18.15
"6767",56,18.16
"6768",55.3,18.16
"6769",54,18.16
"6770",59.8,18.16
"6771",59.2,18.17
"6772",57.5,18.18
"6773",57.2,18.18
"6774",56.5,18.18
"6775",57,18.18
"6777",54,18.19
"6778",56.8,18.19
"6779",58.6,18.19
"6780",59.1,18.19
"6782",58.2,18.21
"6783",59.7,18.21
"6784",57.3,18.21
"6785",59,18.22
"6786",57.5,18.22
"6787",58.1,18.22
"6788",56.1,18.22
"6789",58.4,18.22
"6790",60.2,18.23
"6791",59.4,18.23
"6792",56.3,18.23
"6793",56.6,18.23
"6794",61.3,18.24
"6795",57.5,18.24
"6796",57,18.24
"6797",58,18.25
"6798",58,18.25
"6799",57.8,18.25
"6800",56.6,18.25
"6801",57.8,18.25
"6802",56.1,18.26
"6803",57.9,18.26
"6804",58.5,18.27
"6805",57.3,18.27
"6808",55.9,18.29
"6809",57,18.29
"6810",56,18.29
"6811",55.6,18.29
"6812",57,18.3
"6813",54.3,18.31
"6814",57.9,18.31
"6815",58,18.31
"6816",58.8,18.31
"6817",55,18.31
"6818",55.7,18.32
"6819",54.3,18.32
"6820",59,18.32
"6821",58.9,18.33
"6822",59,18.33
"6823",56.6,18.33
"6824",55.5,18.33
"6825",56,18.34
"6826",59.7,18.34
"6828",55.6,18.34
"6829",60.3,18.34
"6830",58,18.35
"6831",58.8,18.35
"6832",59.6,18.35
"6833",57.5,18.36
"6834",54.5,18.36
"6835",56.9,18.36
"6836",57.6,18.37
"6837",55,18.37
"6838",59.9,18.37
"6839",66.3,18.38
"6840",58.7,18.38
"6841",57.4,18.38
"6842",55.3,18.4
"6843",61.1,18.4
"6844",55.8,18.41
"6845",58,18.41
"6846",57,18.42
"6847",59.1,18.42
"6848",57.8,18.43
"6849",55.2,18.44
"6850",54,18.44
"6851",58.4,18.44
"6852",56.5,18.44
"6853",55.9,18.44
"6854",57.8,18.44
"6855",56.5,18.44
"6856",57,18.45
"6858",55.3,18.45
"6859",57,18.45
"6860",58.3,18.45
"6862",58.5,18.46
"6863",59.5,18.47
"6864",57.1,18.47
"6865",59.9,18.47
"6866",57.9,18.48
"6867",57,18.48
"6868",59.6,18.48
"6869",57,18.48
"6870",55.2,18.49
"6872",56.3,18.5
"6873",59,18.5
"6874",58.5,18.5
"6877",58.1,18.5
"6878",59,18.51
"6879",59,18.51
"6880",57,18.51
"6881",58,18.51
"6882",55.8,18.52
"6883",57.4,18.52
"6884",59.3,18.52
"6885",56,18.53
"6886",58.2,18.53
"6887",57.5,18.54
"6888",59.8,18.54
"6889",58,18.54
"6890",58.8,18.54
"6891",61.2,18.55
"6892",56.9,18.55
"6893",58.5,18.55
"6895",57,18.56
"6896",55,18.56
"6897",54.2,18.57
"6898",57.1,18.57
"6899",55.2,18.57
"6900",58,18.58
"6901",57.3,18.58
"6902",58.1,18.58
"6903",56.5,18.58
"6904",63.3,18.59
"6905",55.6,18.59
"6906",59.5,18.59
"6907",57,18.59
"6908",58,18.59
"6909",54.9,18.59
"6910",55.4,18.59
"6911",56.1,18.59
"6912",58.1,18.6
"6914",58,18.6
"6916",55.2,18.61
"6917",56.4,18.61
"6918",56,18.61
"6919",58.8,18.61
"6920",56.1,18.61
"6921",57.5,18.62
"6923",55.5,18.62
"6924",58,18.63
"6925",57.4,18.63
"6926",57.5,18.63
"6928",58,18.64
"6929",54,18.64
"6930",55.4,18.64
"6931",60.2,18.64
"6932",58.8,18.64
"6933",57,18.65
"6934",55.8,18.65
"6935",58,18.65
"6936",52.8,18.65
"6937",56,18.66
"6938",56.2,18.67
"6939",58,18.67
"6940",56,18.67
"6941",54,18.67
"6942",55.6,18.67
"6943",58.6,18.68
"6944",54.2,18.68
"6945",60.4,18.7
"6946",55.5,18.7
"6947",56.1,18.7
"6948",55,18.7
"6949",56.5,18.7
"6950",57.2,18.71
"6951",56.5,18.71
"6952",58.5,18.71
"6953",55.6,18.71
"6954",55.7,18.71
"6955",59.3,18.72
"6956",58.1,18.72
"6957",59,18.72
"6958",59.2,18.72
"6959",58.8,18.72
"6960",58.5,18.73
"6961",59,18.73
"6963",60,18.74
"6964",59.5,18.74
"6965",55.9,18.74
"6966",55.7,18.74
"6967",59,18.75
"6968",60.5,18.76
"6969",59,18.76
"6970",54.7,18.76
"6972",57.9,18.76
"6973",56.9,18.76
"6974",56.4,18.76
"6976",59.9,18.77
"6977",55.6,18.77
"6978",57.2,18.78
"6979",59,18.78
"6980",59,18.79
"6981",53.9,18.79
"6982",57,18.8
"6983",55.8,18.8
"6984",54.8,18.8
"6985",56.7,18.8
"6987",57,18.82
"6988",58.1,18.82
"6989",57.5,18.82
"6990",60.2,18.82
"6991",58.5,18.83
"6993",54.2,18.83
"6994",58.4,18.83
"6995",56,18.83
"6996",57.4,18.84
"6998",57.8,18.84
"7000",55.7,18.85
"7001",55.9,18.85
"7002",57,18.86
"7003",53.6,18.86
"7004",56.5,18.86
"7005",57,18.86
"7006",57,18.86
"7007",55.1,18.86
"7008",55.5,18.86
"7009",57,18.87
"7011",56.5,18.88
"7012",56,18.88
"7013",59.5,18.89
"7014",61.2,18.89
"7015",55.6,18.89
"7016",55.5,18.9
"7017",57,18.9
"7018",58.8,18.9
"7019",58,18.91
"7020",58,18.91
"7021",59,18.92
"7022",55.5,18.92
"7023",57.3,18.93
"7024",56.8,18.93
"7025",58.3,18.93
"7026",58.5,18.93
"7027",56.3,18.93
"7028",58,18.93
"7029",57.7,18.95
"7030",57.7,18.95
"7032",56.1,18.96
"7033",55.3,18.96
"7034",56.5,18.97
"7036",57,18.98
"7037",56.5,18.98
"7038",59.6,18.98
"7039",58.7,18.99
"7040",61.3,18.99
"7041",57.6,18.99
"7042",58.3,19
"7043",58.8,19
"7044",58.4,19
"7045",61.5,19.01
"7046",57.4,19.01
"7047",58.5,19.01
"7048",55.5,19.01
"7049",56.6,19.01
"7050",56.7,19.02
"7051",58.7,19.02
"7052",57,19.02
"7053",58,19.02
"7054",56,19.02
"7055",57.9,19.03
"7056",57.5,19.03
"7057",57.5,19.04
"7060",58.9,19.04
"7061",56.2,19.05
"7062",54.9,19.05
"7064",57,19.05
"7065",59.3,19.06
"7066",55.8,19.06
"7067",50,19.06
"7068",58,19.06
"7069",55.2,19.07
"7070",57.9,19.07
"7072",57.1,19.07
"7073",56.4,19.08
"7074",58.4,19.08
"7075",58,19.08
"7076",56.5,19.08
"7077",60,19.08
"7078",59.5,19.08
"7079",57.6,19.09
"7080",57.4,19.09
"7081",56.6,19.1
"7082",57.1,19.1
"7083",57,19.1
"7084",59,19.1
"7085",56.5,19.1
"7086",56.5,19.1
"7087",55,19.1
"7088",58.7,19.1
"7089",58.8,19.11
"7091",59.5,19.12
"7092",53.9,19.12
"7093",56,19.12
"7094",56.1,19.13
"7095",57,19.13
"7096",57,19.14
"7098",56.6,19.14
"7099",58.1,19.14
"7101",59.5,19.15
"7102",56,19.15
"7103",56.3,19.15
"7104",58.9,19.16
"7105",58.9,19.16
"7106",57.2,19.16
"7108",57.1,19.17
"7110",59,19.19
"7111",60,19.19
"7112",59.3,19.19
"7113",57,19.2
"7114",58.8,19.2
"7115",58.5,19.2
"7116",57.5,19.21
"7117",58.8,19.21
"7118",54.3,19.21
"7119",59.2,19.22
"7120",55.2,19.22
"7121",57,19.22
"7122",55.5,19.23
"7123",58.6,19.23
"7124",57.9,19.24
"7125",58.5,19.24
"7126",55.8,19.25
"7127",59.2,19.26
"7128",57.9,19.26
"7129",57.5,19.27
"7130",60.5,19.28
"7132",57.8,19.28
"7133",54,19.29
"7134",58,19.29
"7135",58.6,19.29
"7136",57,19.29
"7138",58.5,19.3
"7139",55.5,19.31
"7141",57.8,19.31
"7142",55.5,19.31
"7143",58.5,19.32
"7144",58.7,19.32
"7145",56.7,19.32
"7146",57.2,19.32
"7147",59.9,19.33
"7149",59,19.35
"7150",60.2,19.35
"7151",55.7,19.36
"7152",57.2,19.37
"7153",59,19.37
"7154",55.1,19.38
"7155",57.5,19.38
"7156",53,19.38
"7157",56.9,19.39
"7158",55.6,19.39
"7159",55.9,19.4
"7160",55.8,19.41
"7161",58.2,19.41
"7163",60,19.42
"7164",60.9,19.43
"7165",57.2,19.43
"7166",58.5,19.44
"7167",57.5,19.44
"7168",54.8,19.45
"7169",57.9,19.45
"7171",58.5,19.46
"7172",56.5,19.47
"7173",58.4,19.47
"7174",57.8,19.48
"7175",58.3,19.48
"7177",57.8,19.48
"7178",57.3,19.48
"7179",56.7,19.48
"7180",56.1,19.49
"7181",53.5,19.49
"7182",56.5,19.49
"7183",57,19.49
"7184",57.9,19.5
"7185",55,19.51
"7186",58.3,19.51
"7187",56.5,19.51
"7188",56,19.51
"7189",54.3,19.52
"7190",55.6,19.52
"7191",57.8,19.52
"7193",58.7,19.53
"7194",57.9,19.53
"7195",56.9,19.53
"7196",56.8,19.55
"7197",55.8,19.56
"7198",56.1,19.56
"7199",57.3,19.57
"7200",60,19.57
"7201",54.5,19.58
"7202",56.5,19.58
"7203",56.5,19.58
"7204",56.3,19.58
"7205",56,19.58
"7206",57.6,19.59
"7207",60,19.59
"7208",57.3,19.59
"7209",57.5,19.6
"7210",60,19.6
"7211",55.7,19.61
"7212",57.9,19.61
"7213",58,19.62
"7214",59.1,19.62
"7215",56.5,19.62
"7216",60.1,19.63
"7219",56.5,19.63
"7220",56.5,19.63
"7221",57.4,19.63
"7222",55.9,19.63
"7223",54.6,19.64
"7224",54.6,19.64
"7225",56.2,19.65
"7226",58.3,19.65
"7227",57,19.66
"7229",59.3,19.66
"7230",57.9,19.66
"7232",56,19.67
"7233",53.7,19.67
"7234",57,19.67
"7236",57,19.68
"7237",54.2,19.69
"7238",57,19.69
"7239",59.1,19.7
"7240",55.9,19.71
"7241",57.1,19.72
"7243",56.1,19.73
"7244",56,19.73
"7245",59.3,19.74
"7246",58.6,19.74
"7247",56.1,19.74
"7248",57.1,19.75
"7249",58.4,19.75
"7250",57.3,19.76
"7251",57.5,19.76
"7252",60.8,19.77
"7253",56.8,19.77
"7255",56.9,19.77
"7256",57.8,19.77
"7257",57.8,19.78
"7258",59.3,19.79
"7259",59.4,19.79
"7260",58.6,19.79
"7261",57,19.8
"7262",54,19.81
"7263",56.2,19.82
"7265",58.2,19.82
"7267",57.3,19.82
"7268",56.2,19.84
"7269",55.4,19.84
"7270",60,19.85
"7271",59.5,19.85
"7272",60,19.85
"7273",58.3,19.86
"7275",55.8,19.86
"7276",58,19.86
"7279",59.7,19.87
"7280",57.2,19.88
"7281",56.2,19.89
"7282",58,19.89
"7283",57.1,19.9
"7284",56.6,19.9
"7285",56.3,19.9
"7286",60.4,19.91
"7287",56.8,19.91
"7288",59.8,19.91
"7289",58,19.91
"7290",59,19.91
"7291",57,19.92
"7292",55,19.93
"7293",57.6,19.93
"7294",59.6,19.93
"7295",54.5,19.93
"7296",58.2,19.93
"7297",58.8,19.93
"7298",59.3,19.94
"7299",61.4,19.94
"7300",60,19.94
"7301",56,19.95
"7302",61,19.95
"7303",58.5,19.96
"7304",59,19.96
"7305",56.6,19.96
"7307",54.5,19.98
"7309",57,19.98
"7310",57.1,19.98
"7311",57.5,19.99
"7312",56.8,19.99
"7313",58.8,19.99
"7314",55.5,19.99
"7315",58.3,20
"7316",56.1,20
"7319",55.5,20.01
"7320",58.6,20.01
"7321",56.3,20.01
"7322",56.6,20.02
"7323",59.2,20.02
"7324",57,20.02
"7325",58.7,20.02
"7326",58.3,20.02
"7327",58,20.03
"7328",57.2,20.03
"7329",56,20.03
"7331",55.9,20.04
"7332",57.2,20.04
"7333",60,20.05
"7334",58.3,20.05
"7335",58,20.05
"7336",55.8,20.05
"7337",56.9,20.06
"7338",58.4,20.06
"7339",60,20.06
"7340",56.1,20.06
"7341",56.7,20.06
"7342",55.3,20.06
"7343",59.8,20.06
"7344",56.4,20.07
"7345",56.8,20.07
"7346",55.3,20.07
"7347",58.5,20.07
"7348",55.3,20.07
"7349",58.2,20.07
"7350",56.5,20.08
"7351",59,20.08
"7352",55.8,20.08
"7354",57.5,20.08
"7355",59.3,20.09
"7356",57.4,20.09
"7357",58.4,20.09
"7358",57.4,20.1
"7359",58.3,20.1
"7361",56.1,20.11
"7362",58.1,20.12
"7364",55.7,20.12
"7365",55.9,20.12
"7366",56.5,20.13
"7367",56.7,20.14
"7368",57.1,20.14
"7369",57.3,20.15
"7370",58.8,20.15
"7371",55.2,20.15
"7372",57.9,20.16
"7373",56,20.16
"7374",59.2,20.16
"7375",57.5,20.16
"7376",61.5,20.17
"7377",56.9,20.17
"7378",54.8,20.17
"7379",57,20.18
"7380",58.1,20.18
"7382",54.4,20.19
"7383",58.8,20.19
"7384",60.1,20.19
"7385",54.5,20.19
"7386",56,20.2
"7387",58,20.2
"7388",59.3,20.2
"7389",62,20.21
"7390",55.3,20.21
"7391",57,20.22
"7392",57.7,20.22
"7393",58.8,20.23
"7394",56,20.24
"7395",57.1,20.24
"7396",58.8,20.28
"7397",57,20.28
"7398",57,20.3
"7399",61,20.3
"7400",59.5,20.3
"7404",55.4,20.32
"7405",59,20.32
"7406",59,20.32
"7407",59.5,20.33
"7408",57,20.33
"7409",58.5,20.37
"7410",55.2,20.37
"7413",56,20.4
"7414",59.5,20.41
"7415",56,20.42
"7416",57,20.42
"7417",53.6,20.42
"7418",56.6,20.43
"7419",58.5,20.45
"7420",57.2,20.47
"7421",57.5,20.48
"7422",58.8,20.48
"7423",59.2,20.49
"7424",55,20.5
"7425",57.5,20.5
"7426",57,20.5
"7427",56.5,20.51
"7428",58,20.54
"7429",61,20.58
"7432",57.5,20.64
"7433",52.9,20.65
"7434",59.5,20.66
"7436",58.1,20.68
"7438",59.5,20.71
"7440",59,20.72
"7441",57,20.73
"7442",61.5,20.74
"7443",62,20.76
"7445",54.4,20.77
"7446",57,20.77
"7448",57,20.79
"7449",60.1,20.8
"7450",60.5,20.81
"7451",59.9,20.81
"7452",56.6,20.82
"7453",58,20.83
"7455",54,20.84
"7456",58.5,20.85
"7457",58.5,20.86
"7458",60.5,20.88
"7459",60.1,20.89
"7460",58.5,20.89
"7465",59,20.95
"7468",58,20.98
"7469",59.5,21.01
"7470",57,21.03
"7472",60,21.09
"7473",58.1,21.09
"7474",59,21.14
"7477",55.5,21.27
"7479",57,21.47
"7481",58.5,21.68
